name,link,address,lat,lng,rent_raw,rent_from,rent_to,layout_raw,layouts,built_year,management_fee_raw,management_fees,access,comment
コーシャハイム緑四丁目,/jkktokyo/detailMap?account=jkktokyo&bid=780050&pgret=2,墨田区緑4-36-6,35.6961781,139.8075477,"112,500～139,400円（月額）",112500,139400,1LDK～3DK,"['1LDK', '3DK']",1991,"3,500円",[3500],ＪＲ総武線「錦糸町」駅下車徒歩10分,
コーシャハイム臨海町二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2380160&pgret=2,江戸川区臨海町2-2-7,35.6528461,139.8612747,"87,200～110,300円（月額）",87200,110300,2LDK～4LDK,"['2LDK', '4LDK']",1989,"3,800円",[3800],ＪＲ京葉線「葛西臨海公園」駅下車徒歩21分,
センターまちや,/jkktokyo/detailMap?account=jkktokyo&bid=1880030&pgret=2,荒川区荒川7-50-9,35.7424388,139.7807841,"94,200～186,100円（月額）",94200,186100,1LDK～3LDK,"['1LDK', '3LDK']",1996,"9,900円",[9900],京成線「町屋」駅下車徒歩1分,
トミンタワー千住五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2180310&pgret=2,足立区千住5-13-5,35.7563917,139.8023579,"103,600～147,300円（月額）",103600,147300,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2000,"4,400円",[4400],ＪＲ常磐線「北千住」駅下車徒歩12分,
トミンタワー多摩川二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1180381&pgret=2,大田区多摩川2-24-26,35.5552714,139.7036264,"101,800～161,600円（月額）",101800,161600,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1998,"5,000円",[5000],東急多摩川線「矢口渡」駅下車徒歩15分,
トミンタワー台場一番街,/jkktokyo/detailMap?account=jkktokyo&bid=380100&pgret=2,港区台場1-1-2,35.6345168,139.7767878,"120,100～205,100円（月額）",120100,205100,２ＤＫ～４ＬＤＫ,"['2DK', '4LDK']",2000,"4,800円",[4800],東京臨海新交通ゆりかもめ「お台場海浜公園」駅下車徒歩8分,
トミンタワー台場三番街,/jkktokyo/detailMap?account=jkktokyo&bid=380070&pgret=2,港区台場1-3-2,35.6319285,139.7790276,"135,900～231,200円（月額）",135900,231200,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1996,"5,600円",[5600],東京臨海新交通ゆりかもめ「お台場海浜公園」駅下車徒歩4分,
トミンタワー東雲,/jkktokyo/detailMap?account=jkktokyo&bid=880290&pgret=2,江東区東雲2-7-5,35.64352510000001,139.8053948,"128,000～212,900円（月額）",128000,212900,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1997,"6,200円",[6200],東京メトロ有楽町線「辰巳」駅下車徒歩9分,
トミンタワー南千住四丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1880040&pgret=2,荒川区南千住4-9-7,35.736002,139.8039848,"105,800～187,800円（月額）",105800,187800,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2000,"5,600円",[5600],ＪＲ常磐線「南千住」駅下車徒歩7分,
トミンタワー飯田橋三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=180050&pgret=2,千代田区飯田橋3-10-1,35.7000545,139.74978,"201,900～274,700円（月額）",201900,274700,１LＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1996,"4,500円",[4500],ＪＲ総武線「飯田橋」駅下車徒歩8分,
トミンタワー浮間三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1780090&pgret=2,北区浮間3-1-37,35.7872168,139.7032574,"110,200～157,200円（月額）",110200,157200,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1999,"6,600円",[6600],ＪＲ埼京線「北赤羽」駅下車徒歩2分,
トミンハイム一之江,/jkktokyo/detailMap?account=jkktokyo&bid=2380340&pgret=2,江戸川区一之江8-5-3,35.6842167,139.8825267,"106,900～156,100円（月額）",106900,156100,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1997,"3,600円",[3600],都営地下鉄新宿線「一之江」駅下車徒歩4分,
トミンハイム塩浜二丁目第１,/jkktokyo/detailMap?account=jkktokyo&bid=880340&pgret=2,江東区塩浜2-8-29,35.6635212,139.8067643,"87,500～115,300円（月額）",87500,115300,２ＤＫ～３ＤＫ,"['2DK', '3DK']",2000,"3,200円",[3200],東京メトロ東西線「木場」駅下車徒歩11分,
トミンハイム塩浜二丁目第２,/jkktokyo/detailMap?account=jkktokyo&bid=880350&pgret=2,江東区塩浜2-9-8,35.6639695,139.8075928,"68,300～98,400円（月額）",68300,98400,２ＤＫ～３ＤＫ,"['2DK', '3DK']",2002,"3,200円",[3200],東京メトロ東西線「木場」駅下車徒歩10分,
トミンハイム横川一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=780080&pgret=2,墨田区横川1-15-1,35.7045081,139.8084718,"100,400～133,700円（月額）",100400,133700,２ＬＤＫ～４ＤＫ,"['2LDK', '4DK']",2000,"3,400円",[3400],東武スカイツリーライン(伊勢崎線)「とうきょうスカイツリー」駅下車徒歩9分,
トミンハイム恩多町,/jkktokyo/detailMap?account=jkktokyo&bid=4380150&pgret=2,東村山市恩多町5-40-6,35.7580408,139.4897104,"70,800～74,800円（月額）",70800,74800,２ＬＤＫ,['2LDK'],1999,"4,500円",[4500],西武新宿線「久米川」駅からバス約6分「青葉町二丁目」下車徒歩6分,
トミンハイム加平一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2180330&pgret=2,足立区加平1-9-1,35.7747419,139.8267776,"81,400～98,200円（月額）",81400,98200,２ＤＫ・２ＬＤＫ,"['2DK', '2LDK']",1998,"6,200円",[6200],東京メトロ千代田線「北綾瀬」駅下車徒歩10分,
トミンハイム海岸三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=380050&pgret=2,港区海岸3-9-40,35.6392087,139.7541075,"136,300～192,300円（月額）",136300,192300,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1993,"5,000円",[5000],東京臨海新交通ゆりかもめ「芝浦ふ頭」駅下車徒歩8分,
トミンハイム久が原五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1180430&pgret=2,大田区久が原5-1-1,35.5797079,139.6997928,"82,000～108,000円（月額）",82000,108000,２Ｋ～３ＤＫ,"['2K', '3DK']",2002,"4,300円",[4300],東急池上線「池上」駅下車徒歩14分,
トミンハイム宮坂二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1280730&pgret=2,世田谷区宮坂2-24-26,35.6529991,139.6424594,"116,700～171,900円（月額）",116700,171900,２Ｋ～３ＤＫ,"['2K', '3DK']",1999,"6,800円",[6800],小田急小田原線「豪徳寺」駅下車徒歩6分,
トミンハイム玉川田園調布,/jkktokyo/detailMap?account=jkktokyo&bid=1280560&pgret=2,"世田谷区玉川田園調布1-19-11,12",35.6003423,139.6593935,"174,900～199,000円（月額）",174900,199000,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1994,"7,800円",[7800],東急大井町線「九品仏」駅下車徒歩9分,
トミンハイム桂坂,/jkktokyo/detailMap?account=jkktokyo&bid=380120&pgret=2,港区高輪2-13-8,35.6344009,139.7378217,"138,700～147,400円（月額）",138700,147400,２ＬＤＫ,['2LDK'],2001,"4,000円",[4000],都営地下鉄浅草線「泉岳寺」駅下車徒歩5分,
トミンハイム古石場一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880330&pgret=2,江東区古石場1-12-3,35.6682379,139.7965642,"110,100～129,200円（月額）",110100,129200,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2000,"3,500円",[3500],東京メトロ東西線「門前仲町」駅下車徒歩6分,
トミンハイム古石場二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880300&pgret=2,江東区古石場2-13-1,35.6670422,139.7993883,"146,700～187,700円（月額）",146700,187700,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1997,"4,400円",[4400],ＪＲ京葉線「越中島」駅下車徒歩10分,
トミンハイム国分寺泉町,/jkktokyo/detailMap?account=jkktokyo&bid=4480070&pgret=2,国分寺市泉町2-6-1,35.6978048,139.4676821,"87,400～153,900円（月額）",87400,153900,２ＤＫ～４ＬＤＫ,"['2DK', '4LDK']",2000,"4,000円",[4000],ＪＲ中央線「西国分寺」駅下車徒歩6分,
トミンハイム三田二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=380060&pgret=2,港区三田2-20-14,35.6481114,139.7388177,"139,100～198,500円（月額）",139100,198500,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1993,"7,000円",[7000],東京メトロ南北線「麻布十番」駅下車徒歩10分,
トミンハイム舟渡二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1980290&pgret=2,板橋区舟渡2-31-1,35.7962169,139.6896617,"86,500～113,800円（月額）",86500,113800,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2001,"3,700円",[3700],ＪＲ埼京線「浮間舟渡」駅下車徒歩9分,
トミンハイム小金井中町,/jkktokyo/detailMap?account=jkktokyo&bid=4080070&pgret=2,小金井市中町3-19-12,35.7000382,139.5128552,"110,900～146,500円（月額）",110900,146500,１ＬＤＫ～４ＬＤＫ,"['1LDK', '4LDK']",1996,"6,200円",[6200],ＪＲ中央線「武蔵小金井」駅下車徒歩10分,
トミンハイム小松川,/jkktokyo/detailMap?account=jkktokyo&bid=2380360&pgret=2,江戸川区小松川1-2-4,35.68758510000001,139.8498505,"105,800～179,200円（月額）",105800,179200,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1995,"4,200円",[4200],都営地下鉄新宿線「東大島」駅下車徒歩3分,
トミンハイム小豆沢,/jkktokyo/detailMap?account=jkktokyo&bid=1980270&pgret=2,板橋区小豆沢2-31-1,35.7780552,139.7017175,"76,900～124,700円（月額）",76900,124700,２Ｋ～３ＤＫ,"['2K', '3DK']",2000,"4,200円",[4200],都営地下鉄三田線「志村坂上」駅下車徒歩8分,
トミンハイム松江二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2380350&pgret=2,江戸川区松江2-15-8,35.7028823,139.8718864,"102,100～134,000円（月額）",102100,134000,１ＬＤＫ＋Ｓ～３ＬＤＫ,"['1LDK+S', '3LDK']",1995,"4,700円",[4700],ＪＲ総武線「新小岩」駅からバス約11分「京葉交差点」下車徒歩6分,
トミンハイム上柚木,/jkktokyo/detailMap?account=jkktokyo&bid=3180390&pgret=2,八王子市上柚木3-14-1,35.615065,139.368369,"69,900～109,800円（月額）",69900,109800,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1996,"4,200円・5,700円","[4200, 5700]",京王相模原線「南大沢」駅下車徒歩17分,エレベータは２、３、５号棟のみ設置されています。
トミンハイム成増三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1980190&pgret=2,板橋区成増3-13-1,35.7788457,139.63236,"120,200～164,400円（月額）",120200,164400,１ＬＤＫ～４ＬＤＫ,"['1LDK', '4LDK']",1997,"11,000円",[11000],東武東上線「成増」駅下車徒歩3分,
トミンハイム西五反田四丁目,/jkktokyo/detailMap?account=jkktokyo&bid=980190&pgret=2,品川区西五反田4-5-1、2,35.627077,139.7113827,"156,000～176,200円（月額）",156000,176200,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1998,"4,800円",[4800],東急目黒線「不動前」駅下車徒歩4分,
トミンハイム船堀三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2380410&pgret=2,江戸川区船堀3-16-7,35.6817182,139.866806,"118,200～151,000円（月額）",118200,151000,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1998,"5,600円",[5600],都営地下鉄新宿線「船堀」駅下車徒歩6分,
トミンハイム船堀七丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2380370&pgret=2,江戸川区船堀7-11-3,35.677431,139.8696462,"108,300～137,400円（月額）",108300,137400,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1995,"6,800円",[6800],都営地下鉄新宿線「船堀」駅下車徒歩13分,
トミンハイム多摩川二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1180380&pgret=2,大田区多摩川2-24-25、27,35.5552714,139.7036264,"109,000～157,800円（月額）",109000,157800,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1998,"5,000円",[5000],東急多摩川線「矢口渡」駅下車徒歩15分,
トミンハイム台場五番街,/jkktokyo/detailMap?account=jkktokyo&bid=380090&pgret=2,港区台場1-5-7(中層棟)1-5-4(高層棟),35.6305573,139.7788269,"150,000～239,800円（月額）",150000,239800,１ＬＤＫ～４ＬＤＫ,"['1LDK', '4LDK']",1996,"5,200円・6,700円","[5200, 6700]",東京臨海新交通ゆりかもめ「お台場海浜公園」駅下車徒歩2分,
トミンハイム台場三番街,/jkktokyo/detailMap?account=jkktokyo&bid=380080&pgret=2,港区台場1-3-3,35.6316934,139.7786059,"151,800～213,200円（月額）",151800,213200,１ＬＤＫ～４ＬＤＫ,"['1LDK', '4LDK']",1996,"3,300円",[3300],東京臨海新交通ゆりかもめ「お台場海浜公園」駅下車徒歩3分,
トミンハイム大森西,/jkktokyo/detailMap?account=jkktokyo&bid=1180370&pgret=2,大田区大森西3-1-25,35.5746993,139.7271279,"125,800～159,600円（月額）",125800,159600,２ＬＤＫ＋Ｓ・３ＬＤＫ,"['2LDK+S', '3LDK']",1996,"6,000円",[6000],京浜急行線「大森町」駅下車徒歩9分,
トミンハイム大島五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880280&pgret=2,江東区大島5-10-10,35.6892085,139.8341734,"132,900～172,700円（月額）",132900,172700,２ＤＫ＋Ｓ～４ＬＤＫ,"['2DK+S', '4LDK']",1997,"7,400円",[7400],都営地下鉄新宿線「大島」駅下車徒歩1分,
トミンハイム仲之町,/jkktokyo/detailMap?account=jkktokyo&bid=480180&pgret=2,新宿区市谷仲之町4-27,35.6961907,139.7226141,"103,200～143,600円（月額）",103200,143600,２Ｋ～３ＤＫ,"['2K', '3DK']",2001,"5,500円",[5500],都営地下鉄新宿線「曙橋」駅下車徒歩7分,
トミンハイム東新小岩六丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2280150&pgret=2,葛飾区東新小岩6-21-1,35.7243104,139.8588936,"87,400～112,800円（月額）",87400,112800,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2001,"2,300円",[2300],ＪＲ総武快速線「新小岩」駅下車徒歩11分,
トミンハイム東品川三丁目第一,/jkktokyo/detailMap?account=jkktokyo&bid=980200&pgret=2,品川区東品川3-20-1,35.613637,139.7482386,"141,900～170,400円（月額）",141900,170400,１ＬＤＫ＋Ｓ～４ＬＤＫ,"['1LDK+S', '4LDK']",1997,"4,200円",[4200],東京臨海高速鉄道りんかい線「品川シーサイド」駅下車徒歩7分,
トミンハイム東品川三丁目第二,/jkktokyo/detailMap?account=jkktokyo&bid=980201&pgret=2,品川区東品川3-19-2,35.6133828,139.7490371,"128,500～162,400円（月額）",128500,162400,１ＬＤＫ＋Ｓ～４ＬＤＫ,"['1LDK+S', '4LDK']",1997,"4,200円",[4200],東京臨海高速鉄道りんかい線「品川シーサイド」駅下車徒歩6分,
トミンハイム東陽六丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880270&pgret=2,江東区東陽6-2-27,35.6751027,139.8129079,"112,400～167,800円（月額）",112400,167800,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1994,"5,000円",[5000],東京メトロ東西線「木場」駅下車徒歩12分,
トミンハイム南砂一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880360&pgret=2,江東区南砂1-18-1,35.6774212,139.8223805,"95,900～121,800円（月額）",95900,121800,２ＤＫ～３ＤＫ,"['2DK', '3DK']",2000,"4,200円",[4200],東京メトロ東西線「東陽町」駅下車徒歩15分,
トミンハイム南篠崎町五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=2380240&pgret=2,江戸川区南篠崎町5-13-24,35.6953877,139.9110232,"83,600～135,900円（月額）",83600,135900,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1994,"5,500円",[5500],都営地下鉄新宿線「瑞江」駅下車徒歩20分,
トミンハイム南篠崎町五丁目第２,/jkktokyo/detailMap?account=jkktokyo&bid=2380420&pgret=2,江戸川区南篠崎町5-13-40、41,35.6945545,139.9104977,"91,900～141,900円（月額）",91900,141900,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1999,"4,000円",[4000],都営地下鉄新宿線「瑞江」駅下車徒歩20分,
トミンハイム南台三丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1480270&pgret=2,中野区南台3-22-1,35.6856325,139.6672001,"103,600～151,300円（月額）",103600,151300,２Ｋ～３ＤＫ,"['2K', '3DK']",2001,"5,400円",[5400],東京メトロ丸ノ内線「中野富士見町」駅下車徒歩12分,
トミンハイム南大井五丁目,/jkktokyo/detailMap?account=jkktokyo&bid=980210&pgret=2,品川区南大井5-21-1,35.5943991,139.7324619,"101,200～158,400円（月額）",101200,158400,１ＬＤＫ～３ＤＫ,"['1LDK', '3DK']",1999,"3,500円",[3500],ＪＲ京浜東北線「大森」駅下車徒歩8分,
トミンハイム南大沢西,/jkktokyo/detailMap?account=jkktokyo&bid=3180420&pgret=2,八王子市南大沢4-24-1,35.6038307,139.3796348,"68,800～101,400円（月額）",68800,101400,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1996,"4,300円",[4300],京王相模原線「南大沢」駅下車徒歩19分,
トミンハイム南大沢東,/jkktokyo/detailMap?account=jkktokyo&bid=3180410&pgret=2,八王子市南大沢3-16-2-1,35.6035651,139.3832015,"65,400～104,700円（月額）",65400,104700,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1997,"5,500円",[5500],京王相模原線「南大沢」駅下車徒歩18分,２号棟は渡り廊下を使って３号棟のエレベータを利用します。
トミンハイム南六郷二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1180420&pgret=2,大田区南六郷2-22-1、2,35.5458557,139.7193171,"74,500～100,500円（月額）",74500,100500,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2002,"5,000円",[5000],京浜急行線「雑色」駅下車徒歩8分,
トミンハイム北砂一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880320&pgret=2,江東区北砂1-3-19,35.6841925,139.8226203,"114,700～162,800円（月額）",114700,162800,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1999,"3,700円",[3700],都営地下鉄新宿線「西大島」駅下車徒歩12分,
トミンハイム北青山一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=380110&pgret=2,港区北青山1-6-5,35.6739947,139.7207429,"180,700～233,100円（月額）",180700,233100,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2000,"7,200円",[7200],東京メトロ銀座線「青山一丁目」駅下車徒歩6分,
トミンハイム墨田一丁目,/jkktokyo/detailMap?account=jkktokyo&bid=780070&pgret=2,墨田区墨田1-4-1,35.7285659,139.8136173,"112,100～156,200円（月額）",112100,156200,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",2000,"5,300円",[5300],東武スカイツリーライン(伊勢崎線)「東向島」駅下車徒歩10分,当住宅の敷地内に交番があります。
トミンハイム薬王寺,/jkktokyo/detailMap?account=jkktokyo&bid=480170&pgret=2,新宿区市谷薬王寺町46,35.6960941,139.7243599,"96,100～187,100円（月額）",96100,187100,１ＬＤＫ～３ＬＤＫ,"['1LDK', '3LDK']",1998,"5,400円",[5400],都営地下鉄新宿線「曙橋」駅下車徒歩6分,
トミンハイム鑓水,/jkktokyo/detailMap?account=jkktokyo&bid=3180450&pgret=2,八王子市鑓水2-82-1,35.6113544,139.3673063,"68,400～111,700円（月額）",68400,111700,１ＬＤＫ～４ＬＤＫ,"['1LDK', '4LDK']",1998,"5,500円・6,300円","[5500, 6300]",京王相模原線「南大沢」駅下車徒歩19分,３号棟にエレベータはありません。
トミンハイム立川泉町,/jkktokyo/detailMap?account=jkktokyo&bid=3280140&pgret=2,立川市泉町1156-4,35.7140979,139.4089386,"87,400～111,800円（月額）",87400,111800,２ＬＤＫ～４ＬＤＫ,"['2LDK', '4LDK']",1998,"4,600円",[4600],ＪＲ中央線「立川」駅からバス約4分「立川学術プラザ」下車徒歩3分,
トミンハイム練馬氷川台,/jkktokyo/detailMap?account=jkktokyo&bid=2080340&pgret=2,練馬区氷川台3-22-11,35.750826,139.6683135,"127,600～155,200円（月額）",127600,155200,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1995,"5,700円",[5700],東京メトロ有楽町線「氷川台」駅下車徒歩5分,エアコンの設置がない住戸もあります。
トミンハイム蓮根二丁目,/jkktokyo/detailMap?account=jkktokyo&bid=1980280&pgret=2,板橋区蓮根2-31-21,35.7850327,139.6785426,"94,300～120,700円（月額）",94300,120700,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2001,"4,700円",[4700],都営地下鉄三田線「蓮根」駅下車徒歩3分,
プラッツ砧,/jkktokyo/detailMap?account=jkktokyo&bid=1280700&pgret=2,世田谷区砧8-10-1,35.6424832,139.6083247,"128,800～183,900円（月額）",128800,183900,２ＤＫ～３ＬＤＫ,"['2DK', '3LDK']",2000,"6,000円",[6000],小田急小田原線「祖師ヶ谷大蔵」駅下車徒歩1分,
リバーブリーズ綾瀬,/jkktokyo/detailMap?account=jkktokyo&bid=2280070&pgret=2,葛飾区小菅1-27-7,35.7565189,139.8172643,"82,500～94,200円（月額）",82500,94200,２ＬＤＫ・３ＬＤＫ,"['2LDK', '3LDK']",1993,"7,200円",[7200],東武スカイツリーライン(伊勢崎線)「小菅」駅下車徒歩8分,
愛宕第一,/jkktokyo/detailMap?account=jkktokyo&bid=5480030&pgret=2,"多摩市愛宕1-1-1,2",35.6351245,139.4361495,"44,600・46,100円（月額）",44600,46100,2DK,['2DK'],1972,"2,800円",[2800],京王線「聖蹟桜ヶ丘」駅からバス約13分「愛宕東」下車徒歩2分,
愛宕第二,/jkktokyo/detailMap?account=jkktokyo&bid=5480050&pgret=2,多摩市愛宕4-53-1,35.6315464,139.4296791,"59,000・60,100円（月額）",59000,60100,１ＬＤＫ～２ＤＫ,"['1LDK', '2DK']",1973,"2,700円",[2700],小田急多摩線「多摩センター」駅からバス約4分「愛宕四丁目」下車徒歩1分,
宇喜田第一,/jkktokyo/detailMap?account=jkktokyo&bid=2380010&pgret=2,江戸川区北葛西5-18-1,35.6734639,139.8657996,"62,200～68,400円（月額）",62200,68400,2DK,['2DK'],1972,"2,700円",[2700],東京メトロ東西線「西葛西」駅下車徒歩18分,
宇喜田第二,/jkktokyo/detailMap?account=jkktokyo&bid=2380030&pgret=2,江戸川区北葛西2-19-1,35.6752064,139.8566757,"71,000～74,800円（月額）",71000,74800,2DK,['2DK'],1973,"2,400円",[2400],都営地下鉄新宿線「船堀」駅下車徒歩18分,
烏山松葉通,/jkktokyo/detailMap?account=jkktokyo&bid=1280160&pgret=2,世田谷区北烏山3-1-1,35.6736085,139.601933,"40,800～50,000円（月額）",40800,50000,2K・2DK,"['2K', '2DK']",1960,"1,800円",[1800],京王線「千歳烏山」駅下車徒歩12分,
烏山北,/jkktokyo/detailMap?account=jkktokyo&bid=1280230&pgret=2,世田谷区北烏山2-3-7,35.6801244,139.6008897,"51,300～81,800円（月額）",51300,81800,2K～3K,"['2K', '3K']",1966,"2,500円",[2500],京王線「千歳烏山」駅下車徒歩17分,31号棟のみＣＡＴＶの設備が設置されておりません。
越中島,/jkktokyo/detailMap?account=jkktokyo&bid=880070&pgret=2,江東区越中島3-5-27,35.6647358,139.8008594,"76,500～89,200円（月額）",76500,89200,2DK,['2DK'],1972,"3,000円",[3000],ＪＲ京葉線「越中島」駅下車徒歩12分,
塩浜,/jkktokyo/detailMap?account=jkktokyo&bid=880130&pgret=2,江東区塩浜1-5-5,35.6592778,139.8015945,"94,200円（月額）",94200,94200,2DK,['2DK'],1978,"2,900円",[2900],東京メトロ有楽町線「豊洲」駅下車徒歩10分,
横川町,/jkktokyo/detailMap?account=jkktokyo&bid=3180120&pgret=2,八王子市横川町108-1,35.6660563,139.308849,"51,300～62,100円（月額）",51300,62100,2DK・3DK,"['2DK', '3DK']",1980,"2,700円",[2700],ＪＲ中央線「西八王子」駅からバス約6分「住宅中央」下車徒歩2分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
下里第二,/jkktokyo/detailMap?account=jkktokyo&bid=5280040&pgret=2,東久留米市野火止3-4-1,35.7611889,139.5098013,"68,300・69,900円（月額）",68300,69900,3DK,['3DK'],1982,"1,100円",[1100],西武池袋線「清瀬」駅からバス約9分「押出し橋」下車徒歩5分,
霞台【霞台第一】（１～１２号棟）,/jkktokyo/detailMap?account=jkktokyo&bid=3580010&pgret=2,青梅市河辺町9-6-1-1,35.7840144,139.2887178,"32,900～50,700円（月額）",32900,50700,２ＤＫ～３Ｋ,"['2DK', '3K']",1971,"1,600円",[1600],ＪＲ青梅線「河辺」駅下車徒歩7分,
霞台【霞台第二】（１３～２３号棟）,/jkktokyo/detailMap?account=jkktokyo&bid=3580011&pgret=2,青梅市野上町3-9-1-1,35.7910705,139.2880048,"32,000～47,700円（月額）",32000,47700,２ＤＫ～３Ｋ,"['2DK', '3K']",1971,"1,800円",[1800],ＪＲ青梅線「河辺」駅下車徒歩11分,
亀戸九丁目,/jkktokyo/detailMap?account=jkktokyo&bid=880180&pgret=2,江東区亀戸9-33-1,35.6996281,139.8423699,"94,900・97,200円（月額）",94900,97200,3DK,['3DK'],1980,"3,400円",[3400],ＪＲ総武線「平井」駅下車徒歩14分,
久米川駅東,/jkktokyo/detailMap?account=jkktokyo&bid=4380070&pgret=2,東村山市萩山町5-3-1,35.74863089999999,139.4779366,"38,700～59,700円（月額）",38700,59700,2K～3K,"['2K', '3K']",1965,"2,300円",[2300],西武新宿線「久米川」駅下車徒歩9分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
久留米下里,/jkktokyo/detailMap?account=jkktokyo&bid=5280030&pgret=2,東久留米市下里7-8-1,35.7603616,139.5018014,"37,300～50,100円（月額）",37300,50100,2DK・3K,"['2DK', '3K']",1972,"1,100円",[1100],西武池袋線「清瀬」駅からバス約13分「下里団地」下車徒歩4分,ステップ35割は対象住戸が限られているので、各特設サイトでご確認ください。
久留米西,/jkktokyo/detailMap?account=jkktokyo&bid=5280020&pgret=2,東久留米市下里4-1-1,35.7542211,139.4991805,"30,200～53,200円（月額）",30200,53200,２Ｋ～３Ｋ,"['2K', '3K']",1969,"1,600円",[1600],西武池袋線「東久留米」駅からバス約13分「久留米西団地」下車徒歩3分,当住宅の敷地内に駐在所があります。
境川,/jkktokyo/detailMap?account=jkktokyo&bid=3980140&pgret=2,町田市木曽東2,35.5581739,139.424045,"36,500～60,400円（月額）",36500,60400,2K～3K,"['2K', '3K']",1968,"1,300円",[1300],ＪＲ横浜線「古淵」駅下車徒歩9分,
興野町,/jkktokyo/detailMap?account=jkktokyo&bid=2180040&pgret=2,足立区西新井本町4-16,35.7719766,139.7784674,"38,300～94,100円（月額）",38300,94100,1R～2K,"['1R', '2K']",1959,"1,500円",[1500],JR常磐線、東京メトロ千代田線・日比谷線・東武スカイツリーライン（伊勢崎線）、首都圏新都市鉄道つくばエクスプレス線「北千住」駅からバス約13分「興野公団住宅」下車 徒歩4分,
熊川,/jkktokyo/detailMap?account=jkktokyo&bid=4880010&pgret=2,福生市熊川95,35.7145074,139.333792,"23,000～42,500円（月額）",23000,42500,２Ｋ～３Ｋ,"['2K', '3K']",1963,"1,800円",[1800],ＪＲ青梅線「拝島」駅下車徒歩18分,
